Pm,Po,Ps,hm,hs,LintletConst,DmotiveIn,DmotiveOut,Dthroat,alphaMotiveDiff,alphaMotiveConv,Lmch,alphaSuction,Lsuction,Dmix,Lmix,alphadiff,DdiffOut,Loutlet,Dsuc,ThicknessNozzle,ThicknessNozzleOuter,SimulatedIndicator,ConvergenceIndicator,CrashIndicator,Experiment_model_type,MeshRefinement,mfr_m,mfr_s,mfr_o,mfr_err,uni_alpha,uni_vel,ds1,eff
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00159164325,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006923775,0.0462392196768749,34.48675,0.0513423880406249,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077955475,-0.20251199,0.12455609,-4.250000000122212e-07,0.99999998,0.99999998,0.1755417517385492,-1.5135508071141477
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00194400225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004287075,0.033555686263125,74.04275,0.028514300416875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077386825,0.018166471,-0.095552131,1.165000000011296e-06,0.99474902,0.99474902,0.0405904655490591,0.1367717569343279
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00206836425,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006138375,0.033635379271875,85.72975000000001,0.046897952296875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077750426,-0.124056,0.046304865,-7.09000000001514e-07,0.99999999,0.99999999,0.2708334065458995,-0.9296251861826637
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00158473425,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002660175,0.003016305928125,46.62325000000001,0.009681906425625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077045688,0.014141168,-0.091187097,-2.409999999980484e-07,0.86359871,0.86359871,0.0625722062634688,0.1069374512678671
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00148800825,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004230975,0.0028953619668749,78.53775,0.0178713210768749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077553543,-0.021466661,-0.056086921,-3.899999999334992e-08,0.95785625,0.95785625,0.0631295154986441,-0.1612707997600145
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00157091625,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003165075,0.014971675145625,19.203750000000003,0.0116617979643749,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077197782,0.035540231,-0.11281607,-7.805700000000637e-05,0.96335714,0.96335714,0.0604224144539316,0.2682305922104885
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00150182625,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001986975,0.010986928588125,49.76975,0.003480534433125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076862566,-0.0059195674,-0.070945598,-2.5994000000112427e-06,0.017340455,0.017340455,0.0805081387804963,-0.0448712301207769
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00202691025,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0048480749999999,0.027049470856875,45.27475,0.0074026469193749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077498472,0.006546611,-0.084045488,-4.050000000088705e-07,0.95362515,0.95362515,0.0566364024952109,0.049217129526597
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00164346075,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006699375,0.026001111796875,69.09825000000001,0.036428354015625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077926386,-0.17583283,0.097905812,-6.3200000000041e-07,0.99999998,0.99999998,0.2001695230410926,-1.3146444596612012
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00185763975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0036980249999999,0.001791785563125,36.28475,0.011796977101875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077255935,-0.011864284,-0.065391663,-1.2000000007561518e-08,0.95033616,0.95033616,0.044345616932201,-0.0894751769314162
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00146728125,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002043075,0.008541739036875,20.102750000000004,0.018823616128125,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076921092,-0.004256777,-0.079355772,-0.006691457,0.99849636,0.99849636,0.1165074627098802,-0.0322424728777625
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00176782275,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001510125,0.013026904546875,35.38575,0.003663449990625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076613474,-0.023104119,-0.053548762,-3.940699999999825e-05,0.53276062,0.53276062,0.0586621961794182,-0.17570217675183
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00178854975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001874775,0.001563890435625,42.12825000000001,0.004800876950625,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076740243,-0.0032824331,-0.073722714,-0.0002649040999999,0.20791024,0.20791024,0.0584789332648232,-0.0249210076304972
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00157782525,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006867675,0.033172072093125,66.85074999999999,0.018821378413125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077955063,-0.19592348,0.11796788,-5.370000000087805e-07,0.9957648,0.9957648,0.1807673139466477,-1.4643167968956254
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00167800575,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004062675,0.007650524859375,30.890750000000004,0.034143837935625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077425186,0.016175211,-0.093600408,-1.1000000008087872e-08,0.99882703,0.99882703,0.0490577529136513,0.1217196183836809
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00202000125,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001538175,0.004894203669375,47.522250000000014,0.005529162309375,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076580862,-0.030598488,-0.046055451,-7.307699999999778e-05,0.48957928,0.48957928,0.0442611779601482,-0.2327944386629637
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00163309725,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003052875,0.0148984116093749,52.466750000000005,0.020991492178125,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077154681,0.024278851,-0.10152168,-8.814799999999623e-05,0.98693864,0.98693864,0.0578780918083849,0.1833406364734195
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00162964275,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002295525,0.018196798839375,9.31475,0.010108860830625,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076916353,0.0063300407,-0.083995544,-0.0007491503,0.98093795,0.98093795,0.1134266474368777,0.0479491268714655
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00188527575,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001566225,0.014840804143125,76.29024999999999,0.015627049093125,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076611511,-0.026442631,-0.049247484,0.0009213959999999,0.96791242,0.96791242,0.0878532051035028,-0.2010960413552593
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00159509775,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005633475,0.048033683750625,10.21375,0.021516353578125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077762513,-0.052301281,-0.025462041,-8.089999999939812e-07,0.99956392,0.99956392,0.0617942936315039,-0.391863599956806
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00200963775,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002968725,0.004997329010625,85.28025,0.015475443898125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077038461,0.011644166,-0.088683257,-6.300000000014627e-07,0.9093198,0.9093198,0.0437964998534101,0.088063040231643
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00177818625,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006194475,0.0401310611493749,8.415750000000001,0.044820588448125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077815091,-0.11817784,0.040361845,-9.04000000002958e-07,0.99999998,0.99999998,0.2976194896778675,-0.8848407252413176
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00199581975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005605425,0.0206353911881249,63.25475000000001,0.045849713923125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077682297,-0.062763409,-0.014919551,-6.630000000083791e-07,0.99890374,0.99890374,0.0337116452434534,-0.4707359324091643
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00153982575,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003501675,0.012191169054375,13.80975,0.020614623350625,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077319902,0.045337468,-0.12287649,-0.00021912,0.9979841,0.9979841,0.0492075182813023,0.3416322427134442
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00147073575,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005381025,0.036473798180625,48.421250000000015,0.049819278283125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077773255,-0.033542193,-0.044229793,1.2689999999981882e-06,0.99984875,0.99984875,0.0518945246928743,-0.251277766258616
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00188182125,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006615225,0.049465510318125,83.48225,0.020805709528125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077869472,-0.16579697,0.087926888,-6.09999999998112e-07,0.9986099,0.9986099,0.2227519568134699,-1.2405156405964002
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00193018425,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0027162749999999,0.006200508849375,29.09275,0.016479300890625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076967387,0.018459539,-0.095413649,1.32769999999921e-05,0.97992748,0.97992748,0.0549374398622731,0.1397355771492648
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00153637125,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0057737249999999,0.040000799829375,29.542250000000003,0.0137470948818749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077822241,-0.072699617,-0.0051309949,-8.370899999993534e-06,0.993028,0.993028,0.0654090938865929,-0.5442786199765397
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00158127975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005128575,0.012987987973125,0.77425,0.011519420521875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077682706,0.0010317804,-0.078708427,6.059400000008042e-06,0.98886519,0.98886519,0.0765254157883671,0.0077384826474615
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.0014569177499999,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004090725,0.004229707381875,88.87625,0.039712042423125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077543313,0.013958847,-0.091502127,3.2999999996508045e-08,0.99530766,0.99530766,0.1420678380233214,0.1048813043547875
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00186454875,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003305325,0.024550549336875,37.18375,0.029561752569375,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077148929,0.034478947,-0.1117737,-0.0001458239999999,0.9983727,0.9983727,0.0338021499995708,0.2603856085504783
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00172291425,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004483425,0.0129217912781249,42.57775000000001,0.037478406688125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077519773,0.021393033,-0.098912573,2.329999999883814e-07,0.99827523,0.99827523,0.030108884527836,0.1607876743661039
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00160891575,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004932225,0.011012548674375,27.744250000000005,0.0252674187581249,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077641019,0.0069477731,-0.084588679,1.13100000004307e-07,0.9980461,0.9980461,0.0704093444010614,0.0521371497118879
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00175055025,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005465175,0.035133287375625,70.44675,0.022593170079375,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077720343,-0.033319641,-0.044401559,-8.569999999999411e-07,0.99962026,0.99962026,0.0302083252445773,-0.2497804764809765
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00201309225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006026175,0.012251063120625,79.43675,0.010014146960625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077753085,-0.11169495,0.033941041,-8.240000000034331e-07,0.9965808,0.9965808,0.2101552574386648,-0.8369678835306644
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00190254825,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005998125,0.040357034484375,35.83525,0.026144477296875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077788646,-0.098824373,0.021034312,-1.4149999999907292e-06,1.0,1.0,0.3475188430978209,-0.7401857848278678
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00183691275,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001734525,0.001706815963125,55.16375000000001,0.007014635915625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076674359,-0.012418801,-0.064253722,1.835999999991178e-06,0.69152988,0.69152988,0.0527473777367946,-0.0943674889277445
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00205800075,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0032211749999999,0.018133202015625,64.15374999999999,0.022727886035625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077095715,0.019853385,-0.096950325,-1.22500000000747e-06,0.97940004,0.97940004,0.0379169885824416,0.1500365982384819
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00152255325,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003669975,0.0279922755656249,43.92625,0.0201207296868749,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077383844,0.032964861,-0.11044895,-0.000100245,0.98406534,0.98406534,0.0477704020633699,0.2481954607409165
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00156055275,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006278625,0.052280069821875,50.66875,0.025109320134375,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077876279,-0.12513759,0.04726046,-8.509999999892215e-07,0.99999847,0.99999847,0.2878411423829031,-0.936214750173993
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00180582225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0043712249999999,0.032904286906875,71.34575,0.022982917524375,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077457413,0.023829019,-0.10128223,4.202000000008699e-06,0.9838498,0.9838498,0.0180272345882057,0.1792404644088041
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00165036975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005970075,0.021381375856875,39.431250000000006,0.053931120268125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.07780803,-0.092071274,0.014257534,-5.709999999993845e-06,0.99996877,0.99996877,0.3201200478705606,-0.689433873864112
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00184036725,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005100525,0.039413159319375,57.41125,0.012832028308125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.07762551,-0.0012708627,-0.076355761,-1.11369999999944e-06,0.99459729,0.99459729,0.0428534876487884,-0.0095386530312378
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00167109675,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002688225,0.023995297966875,50.21925000000002,0.021263389310625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077028702,0.015375705,-0.092402804,1.6030000000027966e-06,0.99396738,0.99396738,0.058170644329919,0.1162988293315835
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00203036475,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001958925,0.016996269950625,4.37025,0.017255827513125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076715647,-0.012549237,-0.064195232,-2.882200000001167e-05,0.99479053,0.99479053,0.0934756295674677,-0.0953073192223574
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00147419025,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0049602749999999,0.040559300626875,84.38125,0.0222896157468749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077704546,-0.0016284292,-0.076079082,-2.9652000000102152e-06,0.99797029,0.99797029,0.0695524017782244,-0.0122099908573697
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00177473175,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001594275,0.0069042868856249,3.92075,0.0118938096393749,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.07663792,-0.017695212,-0.0591551,-0.000212392,0.99486411,0.99486411,0.1032248577879391,-0.1345256024848677
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00199927425,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002940675,0.011706900691875,9.76425,0.013478657379375,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077026762,0.029022474,-0.10604902,2.159999999973295e-07,0.98912765,0.98912765,0.0510748556066484,0.2195258533170466
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00166764225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001818675,0.006876819376875,86.62875,0.014794148188125,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.07675861,-0.008404507,-0.068207253,0.00014685,0.95706038,0.95706038,0.086476269694168,-0.0637937344793308
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00166418775,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001650375,0.000222594328125,24.597750000000005,0.007861272496875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.07669657,-0.013722005,-0.062977188,-2.6229999999932696e-06,0.77319354,0.77319354,0.0843427483214683,-0.1042400272094609
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00154673475,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004006575,0.007344753125625,37.63325,0.0300704471831249,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077455128,0.01531282,-0.092768294,-3.459999999982921e-07,0.99532043,0.99532043,0.0627144788945171,0.1151855197560356
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00210981825,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006054225,0.0374079967856249,32.688750000000006,0.045710760950625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077713815,-0.11893539,0.041221084,-4.909999999982984e-07,0.99999997,0.99999997,0.2874564295167845,-0.8916732881302676
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00143964525,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0050163749999999,0.0390134770593749,69.99725000000001,0.0198358754343749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077702245,-0.0077072878,-0.069993815,1.1421999999983168e-06,0.99778411,0.99778411,0.0710233612404987,-0.0577910911543938
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00208218225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006811575,0.0662444400581249,55.61325,0.024178877488125,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077867303,-0.20097111,0.12310369,-1.170000000078053e-07,0.999375,0.999375,0.1711460634525775,-1.503735259769981
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00167455125,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002323575,0.006812896168125,51.11825000000002,0.020154631460625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.076909038,0.0081321585,-0.085041333,-1.3649999999754137e-07,0.96467277,0.96467277,0.0676975590685602,0.061605762946801
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00184382175,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0068957249999999,0.055696253645625,65.05274999999999,0.041525538770625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077911388,-0.200501,0.12258928,-3.320000000195389e-07,0.99999997,0.99999997,0.1780603209946649,-1.4993688584856817
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00164000625,0.00141,3.0,35.0,0.0042,42.0,0.02,0.002267475,0.006874927513125,16.05725,0.007844953318125,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.076907777,0.0064786571,-0.088544322,-0.0051578879,0.61978861,0.61978861,0.1173156703840758,0.0490803465813943
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00162273375,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006222525,0.024461212464375,56.51225,0.018451808945625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077852563,-0.1194108,0.041557431,-8.059999999990297e-07,0.99945273,0.99945273,0.2665295196783832,-0.8936420129057624
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00163655175,0.00141,3.0,35.0,0.0042,42.0,0.02,0.005885925,0.019609989174375,54.26475000000001,0.011103944660625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077799506,-0.083419658,0.0056119064,-8.245599999989403e-06,0.99814359,0.99814359,0.3154835269724939,-0.6247186199967232
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00178509525,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004455375,0.035540637759375,86.17925,0.025828588565625,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077493991,0.021046424,-0.098531486,8.928999999990861e-06,0.99330328,0.99330328,0.0362908100965986,0.1582352262245133
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00146382675,0.00141,3.0,35.0,0.0042,42.0,0.02,0.003137025,0.017972878906875,53.81525,0.007187159551875,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.077282281,0.025315761,-0.10268624,-8.819799999999767e-05,0.86758786,0.86758786,0.0424313508601852,0.1908551748487929
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00204763725,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0038382749999999,0.0348358960293749,23.698750000000004,0.0327755100093749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077255415,0.037723461,-0.11495597,2.2905999999989213e-05,0.99934748,0.99934748,0.0343627686543488,0.2844955554337467
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00152946225,0.00141,3.0,35.0,0.0042,42.0,0.02,0.004202925,0.0268088824781249,73.59325000000001,0.0175639185018749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077527078,0.022797248,-0.10032375,5.759999999882526e-07,0.96986266,0.96986266,0.0555626014673045,0.1713254546025611
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00155709825,0.00141,3.0,35.0,0.0042,42.0,0.02,0.001678425,0.015484771404375,61.90625000000001,0.011465363135625,0.01,-1.0,0.001,0.01,True,False,False,HEM,0.0,0.07673718,-0.021029328,-0.055575035,0.000132817,0.91565169,0.91565169,0.060769348471496,-0.1596659996299762
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00151218975,0.00141,3.0,35.0,0.0042,42.0,0.02,0.006531075,0.0553608205143749,34.93625,0.064576820446875,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077918469,-0.1581251,0.080206051,-5.799999999861472e-07,1.0,1.0,0.2156672560441517,-1.1823696881427457
8500000.0,3800000.0,3300000.0,280000.0,432000.0,0.01,0.01,0.00191636625,0.00141,3.0,35.0,0.0042,42.0,0.02,0.0063627749999999,0.0056254884468749,77.18924999999999,0.0549045445443749,0.01,-1.0,0.001,0.01,True,True,False,HEM,0.0,0.077827849,-0.16471809,0.086888529,-1.712000000000935e-06,0.99999998,0.99999998,0.1717061356046368,-1.2331024338858685
